Nom_Fichier,Y_Smax
Dataset_X_sc_57.csv,155799.0
Dataset_X_sc_58.csv,48609.0
Dataset_X_sc_59.csv,215946.0
Dataset_X_sc_60.csv,0.0
Dataset_X_sc_61.csv,65367.0
Dataset_X_sc_62.csv,225873.0
Dataset_X_sc_63.csv,315.0
Dataset_X_sc_64.csv,165708.0
Dataset_X_sc_65.csv,192852.0
Dataset_X_sc_66.csv,27711.0
Dataset_X_sc_67.csv,233316.0
Dataset_X_sc_68.csv,88200.0
Dataset_X_sc_69.csv,3483.0
Dataset_X_sc_70.csv,1404.0
Dataset_X_sc_71.csv,18.0
Dataset_X_sc_72.csv,254970.0
Dataset_X_sc_73.csv,0.0
Dataset_X_sc_74.csv,0.0
Dataset_X_sc_75.csv,0.0
Dataset_X_sc_76.csv,13797.0
Dataset_X_sc_77.csv,154971.0
Dataset_X_sc_78.csv,200709.0
Dataset_X_sc_79.csv,5040.0
Dataset_X_sc_80.csv,45234.0
Dataset_X_sc_81.csv,8649.0
Dataset_X_sc_82.csv,0.0
Dataset_X_sc_83.csv,10278.0
Dataset_X_sc_84.csv,567.0
Dataset_X_sc_85.csv,256077.0
Dataset_X_sc_86.csv,1206.0
Dataset_X_sc_87.csv,4518.0
Dataset_X_sc_88.csv,37539.0
Dataset_X_sc_89.csv,0.0
Dataset_X_sc_90.csv,37701.0
Dataset_X_sc_91.csv,46647.0
Dataset_X_sc_92.csv,111447.0
Dataset_X_sc_93.csv,657.0
Dataset_X_sc_94.csv,0.0
Dataset_X_sc_95.csv,12006.0
Dataset_X_sc_96.csv,9432.0
Dataset_X_sc_97.csv,873.0
Dataset_X_sc_98.csv,9.0
Dataset_X_sc_99.csv,0.0
Dataset_X_sc_100.csv,4167.0
Dataset_X_sc_101.csv,144.0
Dataset_X_sc_102.csv,0.0
Dataset_X_sc_103.csv,0.0
Dataset_X_sc_104.csv,108.0
Dataset_X_sc_105.csv,0.0
Dataset_X_sc_106.csv,0.0
Dataset_X_sc_107.csv,0.0
Dataset_X_sc_108.csv,1215.0
Dataset_X_sc_109.csv,0.0
Dataset_X_sc_110.csv,5589.0
Dataset_X_sc_111.csv,0.0
Dataset_X_sc_112.csv,0.0
Dataset_X_sc_113.csv,0.0
Dataset_X_sc_114.csv,0.0
Dataset_X_sc_115.csv,0.0
Dataset_X_sc_116.csv,14112.0
Dataset_X_sc_117.csv,28557.0
Dataset_X_sc_118.csv,264942.0
Dataset_X_sc_119.csv,24777.0
Dataset_X_sc_120.csv,15345.0
Dataset_X_sc_121.csv,81.0
Dataset_X_sc_122.csv,0.0
Dataset_X_sc_123.csv,8370.0
Dataset_X_sc_124.csv,18.0
Dataset_X_sc_125.csv,3078.0
Dataset_X_sc_126.csv,36729.0
Dataset_X_sc_127.csv,31644.0
Dataset_X_sc_128.csv,1683.0
Dataset_X_sc_129.csv,36.0
Dataset_X_sc_130.csv,3609.0
Dataset_X_sc_131.csv,108.0
Dataset_X_sc_132.csv,14229.0
Dataset_X_sc_133.csv,18.0
Dataset_X_sc_134.csv,0.0
Dataset_X_sc_135.csv,144.0
Dataset_X_sc_136.csv,0.0
Dataset_X_sc_137.csv,9.0
Dataset_X_sc_138.csv,94752.0
Dataset_X_sc_139.csv,221868.0
Dataset_X_sc_140.csv,279792.0
Dataset_X_sc_141.csv,267156.0
Dataset_X_sc_142.csv,255240.0
Dataset_X_sc_143.csv,166797.0
Dataset_X_sc_144.csv,208008.0
Dataset_X_sc_145.csv,204354.0
Dataset_X_sc_146.csv,181863.0
Dataset_X_sc_147.csv,173250.0
Dataset_X_sc_148.csv,223956.0
Dataset_X_sc_149.csv,216666.0
Dataset_X_sc_150.csv,197037.0
Dataset_X_sc_151.csv,165303.0
Dataset_X_sc_152.csv,175734.0
Dataset_X_sc_153.csv,173709.0
Dataset_X_sc_154.csv,168039.0
Dataset_X_sc_155.csv,170955.0
Dataset_X_sc_156.csv,218133.0
Dataset_X_sc_157.csv,202149.0
Dataset_X_sc_158.csv,183825.0
Dataset_X_sc_159.csv,177273.0
Dataset_X_sc_160.csv,236511.0
Dataset_X_sc_161.csv,216036.0
Dataset_X_sc_162.csv,192447.0
Dataset_X_sc_163.csv,158931.0
Dataset_X_sc_164.csv,199782.0
Dataset_X_sc_165.csv,194724.0
Dataset_X_sc_166.csv,173421.0
Dataset_X_sc_167.csv,63873.0
Dataset_X_sc_168.csv,137952.0
Dataset_X_sc_169.csv,122067.0
Dataset_X_sc_170.csv,89847.0
Dataset_X_sc_171.csv,159507.0
Dataset_X_sc_172.csv,169506.0
Dataset_X_sc_173.csv,167517.0
Dataset_X_sc_174.csv,162369.0
Dataset_X_sc_175.csv,21267.0
Dataset_X_sc_176.csv,91440.0
Dataset_X_sc_177.csv,60975.0
Dataset_X_sc_178.csv,60903.0
Dataset_X_sc_179.csv,91836.0
Dataset_X_sc_180.csv,175248.0
Dataset_X_sc_181.csv,130860.0
Dataset_X_sc_182.csv,105759.0
Dataset_X_sc_183.csv,0.0
Dataset_X_sc_184.csv,0.0
Dataset_X_sc_185.csv,0.0
Dataset_X_sc_186.csv,0.0
Dataset_X_sc_187.csv,0.0
Dataset_X_sc_188.csv,0.0
Dataset_X_sc_189.csv,0.0
Dataset_X_sc_190.csv,0.0
Dataset_X_sc_191.csv,0.0
Dataset_X_sc_192.csv,0.0
Dataset_X_sc_193.csv,0.0
Dataset_X_sc_194.csv,0.0
Dataset_X_sc_195.csv,0.0
Dataset_X_sc_196.csv,0.0
Dataset_X_sc_197.csv,0.0
Dataset_X_sc_198.csv,0.0
Dataset_X_sc_199.csv,0.0
Dataset_X_sc_200.csv,0.0
Dataset_X_sc_201.csv,0.0
Dataset_X_sc_202.csv,0.0
Dataset_X_sc_203.csv,0.0
Dataset_X_sc_204.csv,0.0
Dataset_X_sc_205.csv,0.0
Dataset_X_sc_206.csv,0.0
Dataset_X_sc_207.csv,0.0
Dataset_X_sc_208.csv,0.0
Dataset_X_sc_209.csv,0.0
Dataset_X_sc_210.csv,0.0
Dataset_X_sc_211.csv,0.0
Dataset_X_sc_212.csv,0.0
Dataset_X_sc_213.csv,0.0
Dataset_X_sc_214.csv,0.0
Dataset_X_sc_215.csv,0.0
Dataset_X_sc_216.csv,0.0
Dataset_X_sc_217.csv,0.0
Dataset_X_sc_218.csv,0.0
Dataset_X_sc_219.csv,0.0
Dataset_X_sc_220.csv,0.0
Dataset_X_sc_221.csv,0.0
Dataset_X_sc_222.csv,0.0
Dataset_X_sc_223.csv,0.0
Dataset_X_sc_224.csv,0.0
Dataset_X_sc_225.csv,0.0
Dataset_X_sc_226.csv,0.0
Dataset_X_sc_227.csv,0.0
Dataset_X_sc_228.csv,0.0
Dataset_X_sc_229.csv,0.0
Dataset_X_sc_230.csv,0.0
Dataset_X_sc_231.csv,0.0
Dataset_X_sc_232.csv,0.0
Dataset_X_sc_233.csv,0.0
Dataset_X_sc_234.csv,0.0
Dataset_X_sc_235.csv,0.0
Dataset_X_sc_236.csv,0.0
Dataset_X_sc_237.csv,0.0
Dataset_X_sc_238.csv,0.0
Dataset_X_sc_239.csv,8208.0
Dataset_X_sc_240.csv,3465.0
Dataset_X_sc_241.csv,162.0
Dataset_X_sc_242.csv,63.0
Dataset_X_sc_243.csv,108.0
Dataset_X_sc_244.csv,54.0
Dataset_X_sc_245.csv,0.0
Dataset_X_sc_246.csv,0.0
Dataset_X_sc_247.csv,0.0
Dataset_X_sc_248.csv,360.0
Dataset_X_sc_249.csv,729.0
Dataset_X_sc_250.csv,72.0
